9.97656, 0.0195312, -0.412109, 0.00390625, -0.0078125, -0.00585938
10.0156, 0, -0.363281, 0.00390625, -0.0136719, -0.00585938
9.98633, 0.0390625, -0.392578, 0.00585938, -0.00976562, -0.00390625
9.99609, 0.0195312, -0.363281, 0.00585938, -0.0136719, -0.00585938
10.0254, 0, -0.402344, 0.00585938, -0.0117188, -0.00585938
10.0156, 0.0195312, -0.373047, 0.00585938, -0.00976562, -0.0078125
9.97656, -0.00976562, -0.392578, 0.00585938, -0.0117188, -0.00585938
10.0059, -0.0488281, -0.392578, 0.0078125, -0.00976562, -0.00585938
9.99609, -0.0585938, -0.363281, 0.00585938, -0.0078125, -0.00585938
10.0059, -0.00976562, -0.412109, 0.00585938, -0.0117188, -0.00585938
10.0059, 0.0488281, -0.421875, 0.00390625, -0.0136719, -0.00976562
10.0352, 0.0488281, -0.392578, 0.00390625, -0.0117188, -0.0078125
10.0449, 0.0292969, -0.373047, 0.00585938, -0.0136719, -0.0078125
10.0156, 0.00976562, -0.382812, 0.00585938, -0.00976562, -0.00585938
10.0156, 0.00976562, -0.412109, 0.00390625, -0.0078125, -0.00585938
10.0449, 0.00976562, -0.412109, 0.00585938, -0.0136719, -0.00585938
9.99609, 0.00976562, -0.421875, 0.00585938, -0.0136719, -0.00585938
9.99609, -0.0195312, -0.412109, 0.00585938, -0.0136719, -0.0078125
10.0156, -0.0585938, -0.421875, 0.00585938, -0.00976562, -0.0078125
9.99609, 0.00976562, -0.392578, 0.00585938, -0.0078125, -0.00585938
9.97656, 0, -0.324219, 0.00390625, -0.0117188, -0.0078125
9.99609, -0.0195312, -0.363281, 0, -0.015625, -0.0078125
9.97656, 0, -0.470703, 0.0078125, -0.0195312, -0.00390625
9.9668, 0, -0.519531, 0.00390625, -0.015625, -0.00585938
10.0059, 0, -0.480469, 0.00390625, -0.0136719, -0.00976562
9.98633, 0.00976562, -0.441406, 0.00390625, -0.0078125, -0.0078125
9.94727, 0.0292969, -0.431641, 0.0078125, -0.00585938, -0.0078125
9.9375, 0, -0.431641, 0.00585938, -0.00976562, -0.0078125
9.95703, -0.00976562, -0.460938, 0.00390625, -0.0078125, -0.0078125
9.9375, -0.00976562, -0.470703, 0.00585938, -0.00585938, -0.00976562
9.91797, 0, -0.392578, 0.00195312, -0.00390625, -0.0078125
9.94727, 0, -0.324219, 0.00195312, -0.00585938, -0.0078125
9.97656, 0.0195312, -0.363281, 0.00585938, -0.00976562, -0.00585938
9.95703, 0.0390625, -0.412109, 0.00976562, -0.00976562, -0.0078125
9.97656, 0.0292969, -0.431641, 0.00585938, -0.00976562, -0.0078125
9.9668, 0, -0.490234, 0.00195312, -0.00585938, -0.0078125
9.98633, 0.00976562, -0.402344, 0.00390625, -0.00585938, -0.0078125
9.99609, 0, -0.402344, 0.00976562, -0.00585938, -0.0078125
9.9668, -0.0195312, -0.421875, 0.0078125, -0.0078125, -0.0078125
9.95703, -0.0195312, -0.421875, 0.00585938, -0.0078125, -0.00585938
