0.002127, -0.008509, -0.006382
0.005318, -0.009573, -0.008509
0.004255, -0.008509, -0.008509
0.004255, -0.008509, -0.008509
0.004255, -0.010637, -0.007446
0.004255, -0.008509, -0.006382
0.006382, -0.007446, -0.008509
0.005318, -0.008509, -0.003191
0.007446, -0.007446, -0.009573
0.005318, -0.010637, -0.009573
0.004255, -0.010637, -0.007446
0.006382, -0.008509, -0.006382
0.005318, -0.011701, -0.007446
0.005318, -0.010637, -0.007446
0.004255, -0.009573, -0.004255
0.006382, -0.008509, -0.004255
0.004255, -0.009573, -0.005318
0.005318, -0.011701, -0.007446
0.003191, -0.012764, -0.007446
0.005318, -0.010637, -0.008509
0.001064, -0.010637, -0.006382
0.003191, -0.011701, -0.006382
0.004255, -0.010637, -0.004255
0.005318, -0.012764, -0.007446
0.004255, -0.010637, -0.006382
0.005318, -0.010637, -0.007446
0.007446, -0.009573, -0.007446
0.006382, -0.011701, -0.006382
0.006382, -0.011701, -0.005318
0.007446, -0.010637, -0.005318
0.006382, -0.008509, -0.008509
0.005318, -0.011701, -0.010637
0.005318, -0.010637, -0.007446
0.005318, -0.011701, -0.007446
0.007446, -0.012764, -0.008509
0.005318, -0.010637, -0.007446
0.005318, -0.008509, -0.005318
0.009573, -0.007446, -0.007446
0.007446, -0.008509, -0.006382
0.003191, -0.010637, -0.004255
0.001064, -0.010637, -0.006382
0.002127, -0.012764, -0.006382
0.006382, -0.010637, -0.007446
0.004255, -0.012764, -0.010637
0.001064, -0.010637, -0.009573
0.007446, -0.009573, -0.008509
0.005318, -0.008509, -0.005318
0.006382, -0.007446, -0.006382
0.003191, -0.011701, -0.009573
0.004255, -0.007446, -0.006382
0.002127, -0.009573, -0.007446
0.007446, -0.009573, -0.008509
0.003191, -0.009573, -0.006382
0.005318, -0.007446, -0.005318
0.007446, -0.013828, -0.007446
0.004255, -0.009573, -0.008509
0.007446, -0.010637, -0.007446
0.006382, -0.009573, -0.008509
0.008509, -0.008509, -0.004255
0.004255, -0.011701, -0.007446
0.005318, -0.009573, -0.005318
0.006382, -0.010637, -0.006382
0.006382, -0.011701, -0.007446
0.008509, -0.011701, -0.008509
0.002127, -0.010637, -0.007446
0.006382, -0.007446, -0.009573
0.003191, -0.009573, -0.007446
0.006382, -0.010637, -0.009573
0.005318, -0.013828, -0.006382
0.007446, -0.010637, -0.005318
0.004255, -0.011701, -0.009573
0.006382, -0.008509, -0.002127
0.007446, -0.009573, -0.008509
0.003191, -0.008509, -0.004255
0.003191, -0.010637, -0.006382
0.003191, -0.009573, -0.009573
0.009573, -0.010637, -0.006382
0.009573, -0.008509, -0.005318
0.006382, -0.008509, -0.010637
0.004255, -0.011701, -0.008509
0.005318, -0.009573, -0.007446
0.005318, -0.009573, -0.006382
0.008509, -0.012764, -0.007446
0.003191, -0.010637, -0.007446
0.005318, -0.012764, -0.007446
0.004255, -0.011701, -0.010637
0.008509, -0.010637, -0.008509
0.005318, -0.012764, -0.006382
0.007446, -0.010637, -0.006382
0.005318, -0.011701, -0.007446
0.006382, -0.009573, -0.006382
0.006382, -0.011701, -0.006382
0.004255, -0.010637, -0.006382
0.006382, -0.013828, -0.005318
0.002127, -0.009573, -0.006382
0.006382, -0.010637, -0.007446
0.001064, -0.008509, -0.007446
0.004255, -0.011701, -0.008509
0.004255, -0.009573, -0.002127
0.004255, -0.008509, -0.007446
0.004255, -0.010637, -0.004255
0.006382, -0.010637, -0.007446
0.003191, -0.010637, -0.007446
0.006382, -0.008509, -0.004255
0.005318, -0.010637, -0.006382
0.006382, -0.009573, -0.004255
0.007446, -0.009573, -0.007446
0.003191, -0.008509, -0.006382
0.005318, -0.010637, -0.009573
0.005318, -0.011701, -0.007446
0.008509, -0.008509, -0.007446
0.002127, -0.008509, -0.005318
0.002127, -0.010637, -0.004255
0.006382, -0.010637, -0.006382
0.007446, -0.011701, -0.004255
0.004255, -0.010637, -0.008509
0.007446, -0.014892, -0.008509
0.005318, -0.009573, -0.010637
0.004255, -0.009573, -0.010637
0.004255, -0.009573, -0.008509
0.003191, -0.008509, -0.005318
0.007446, -0.008509, -0.006382
0.002127, -0.008509, -0.007446
0.006382, -0.008509, -0.003191
0.008509, -0.007446, -0.007446
0.003191, -0.009573, -0.006382
0.007446, -0.009573, -0.009573
0.006382, -0.009573, -0.009573
0.003191, -0.014892, -0.007446
0.005318, -0.008509, -0.008509
0.006382, -0.011701, -0.002127
0.007446, -0.009573, -0.005318
0.004255, -0.011701, -0.003191
0.002127, -0.011701, -0.006382
0.005318, -0.012764, -0.008509
0.005318, -0.013828, -0.010637
0.007446, -0.008509, -0.007446
0.004255, -0.009573, -0.005318
0.004255, -0.009573, -0.005318
0.004255, -0.009573, -0.003191
0.003191, -0.013828, -0.009573
0.005318, -0.007446, -0.007446
0.005318, -0.010637, -0.007446
0.006382, -0.009573, -0.008509
0.006382, -0.010637, -0.009573
0.005318, -0.009573, -0.006382
0.006382, -0.011701, -0.008509
0.006382, -0.011701, -0.006382
0.007446, -0.009573, -0.004255
0.007446, -0.009573, -0.008509
0.005318, -0.008509, -0.008509
0.004255, -0.008509, -0.007446
0.007446, -0.011701, -0.007446
0.006382, -0.009573, -0.006382
0.004255, -0.010637, -0.007446
0.005318, -0.010637, -0.006382
0.004255, -0.010637, -0.007446
0.006382, -0.008509, -0.007446
0.004255, -0.010637, -0.008509
0.006382, -0.009573, -0.009573
0.006382, -0.009573, -0.006382
0.005318, -0.011701, -0.006382
0.006382, -0.007446, -0.005318
0.007446, -0.011701, -0.007446
0.005318, -0.010637, -0.007446
0.004255, -0.008509, -0.007446
0.007446, -0.009573, -0.006382
0.007446, -0.010637, -0.005318
0.006382, -0.010637, -0.007446
0.008509, -0.012764, -0.007446
0.003191, -0.007446, -0.008509
0.007446, -0.009573, -0.009573
0.004255, -0.008509, -0.008509
0.005318, -0.011701, -0.006382
0.006382, -0.011701, -0.008509
0.006382, -0.010637, -0.007446
0.006382, -0.008509, -0.007446
0.007446, -0.008509, -0.005318
0.005318, -0.010637, -0.007446
0.002127, -0.009573, -0.007446
0.006382, -0.012764, -0.006382
0.006382, -0.010637, -0.009573
0.003191, -0.010637, -0.010637
0.007446, -0.008509, -0.008509
0.006382, -0.008509, -0.004255
0.006382, -0.011701, -0.008509
0.007446, -0.006382, -0.006382
0.005318, -0.010637, -0.005318
0.004255, -0.011701, -0.010637
0.005318, -0.012764, -0.008509
0.002127, -0.011701, -0.008509
0.005318, -0.010637, -0.007446
0.003191, -0.011701, -0.008509
0.005318, -0.009573, -0.005318
