"Timestamp","pos[0]","pos[1]","pos[2]","quat[0]","quat[1]","quat[2]","quat[3]","pos_var[0]","pos_var[1]","pos_var[2]","quat_var[0]","quat_var[1]","quat_var[2]","quat_var[3]","vel[0]","vel[1]","vel[2]","ang_vel[0]","ang_vel[1]","ang_vel[2]","accel[0]","accel[1]","accel[2]","top_button","bottom_button"
"16479652","0.022305818","-0.12955943","0.45258963","-0.16327131","-0.042676628","-0.9751518","0.14349246","1.5934866E-5","2.7387472E-5","3.3125123E-6","1.4194165E-7","4.1089033E-6","3.498847E-6","1.7619866E-5","0.044324547","0.035970002","0.0026562412","0.011127992","0.02327167","0.005839903","4.058672","0.25937462","-9.162978","0","0"
"16484692","0.023900393","-0.12943529","0.45269683","-0.16291934","-0.042912543","-0.9752012","0.14348619","1.612095E-5","2.7539121E-5","3.3522472E-6","1.419262E-7","4.106968E-6","3.5006024E-6","1.759674E-5","0.050201282","0.036784723","0.0039350144","0.011015391","0.023449048","0.0055120615","4.0638394","0.2579418","-9.160433","0","0"
"16489732","0.025403209","-0.12956823","0.4525857","-0.16239671","-0.042900085","-0.9752675","0.14361238","1.4711131E-5","2.5888961E-5","3.0131134E-6","1.4290481E-7","4.085924E-6","3.4964032E-6","1.740476E-5","0.053853117","0.03646351","0.0034159026","0.011218566","0.02328202","0.005852119","4.0587373","0.26043275","-9.154576","0","0"
"16495012","0.024552584","-0.12987655","0.45251206","-0.16234466","-0.04246068","-0.97530967","0.14355798","1.61489E-5","2.7516204E-5","3.3821007E-6","1.352214E-7","4.0960476E-6","3.5017174E-6","1.7528657E-5","0.047552235","0.035603423","0.0030776872","0.011470491","0.023694063","0.005699667","4.0667872","0.26360035","-9.158277","0","0"
"16500772","0.024383193","-0.12979402","0.45262578","-0.16233552","-0.042356193","-0.9753092","0.1435514","1.6600241E-5","2.8167658E-5","3.462536E-6","1.339804E-7","4.10299E-6","3.5074436E-6","1.7537652E-5","0.046193376","0.036337227","0.004003041","0.011248501","0.023276148","0.006043005","4.0607977","0.2617544","-9.161617","0","0"
"16505572","0.024238255","-0.12973645","0.45274562","-0.16195351","-0.042170674","-0.97537637","0.14362764","1.501482E-5","2.634489E-5","3.1007667E-6","1.340718E-7","4.0769382E-6","3.5009566E-6","1.7380287E-5","0.044549126","0.03742447","0.0038672562","0.011732104","0.023212193","0.0061911843","4.066279","0.26290682","-9.159975","0","0"
"16511092","0.024584215","-0.12970823","0.45257676","-0.16184805","-0.042226374","-0.97537714","0.14367595","1.5125157E-5","2.642871E-5","3.1356724E-6","1.351641E-7","4.073736E-6","3.4978311E-6","1.7380227E-5","0.04542375","0.037639707","0.0031046185","0.010429022","0.02286193","0.0059401523","4.0642996","0.26481462","-9.173932","0","0"
"16516372","0.024597304","-0.12938471","0.45279914","-0.16190681","-0.042220026","-0.97536993","0.14366075","1.5887787E-5","2.7345868E-5","3.2967428E-6","1.3539193E-7","4.0806335E-6","3.4979207E-6","1.7439936E-5","0.045229405","0.03817539","0.0046678954","0.010432876","0.022811811","0.0055136997","4.0609813","0.25799102","-9.139876","0","0"
"16521412","0.024727277","-0.12929648","0.452838","-0.16180152","-0.042186677","-0.9753857","0.14370817","1.6118114E-5","2.75767E-5","3.362141E-6","1.3553199E-7","4.076833E-6","3.496636E-6","1.7457252E-5","0.045509648","0.038522825","0.0045230794","0.0111944815","0.023212923","0.0061383396","4.06296","0.25514236","-9.158023","0","0"
"16526692","0.02490018","-0.12902394","0.45294902","-0.1616272","-0.042170048","-0.9754034","0.1437911","1.4710109E-5","2.5956153E-5","2.9951354E-6","1.3625277E-7","4.058419E-6","3.4862296E-6","1.7292503E-5","0.0456795","0.038550287","0.00424596","0.010900973","0.023102434","0.005574339","4.0651226","0.26276442","-9.158927","0","0"
"16532212","0.025292264","-0.12881877","0.4530448","-0.16140306","-0.042128235","-0.97543293","0.14385408","1.619018E-5","2.7649088E-5","3.360602E-6","1.372473E-7","4.070551E-6","3.4918712E-6","1.743749E-5","0.046434894","0.038476203","0.004387629","0.011221684","0.023763891","0.0060454714","4.063311","0.26302546","-9.159303","0","0"
"16537012","0.026466213","-0.12929735","0.452571","-0.16088325","-0.042138338","-0.97549057","0.14406513","1.5640366E-5","2.7031818E-5","3.2382877E-6","1.3722365E-7","4.06469E-6","3.4883992E-6","1.7374938E-5","0.04995617","0.037332352","0.0011199071","0.010992262","0.023191132","0.006280254","4.060014","0.2540462","-9.150012","0","0"
"16542052","0.027213577","-0.12832126","0.45297578","-0.16104591","-0.042272985","-0.9754806","0.1438901","1.5865997E-5","2.7314398E-5","3.2720193E-6","1.3709541E-7","4.0669092E-6","3.485051E-6","1.7391942E-5","0.05119867","0.039468303","0.0035712672","0.011359972","0.023567824","0.005682833","4.0621357","0.2623691","-9.154684","0","0"
"16547812","0.0277171","-0.1280768","0.4531571","-0.16082099","-0.0421983","-0.9755213","0.14388706","1.612602E-5","2.7767104E-5","3.2950838E-6","1.3446652E-7","4.073836E-6","3.4914647E-6","1.7406745E-5","0.051004324","0.03920834","0.0039350432","0.011561359","0.023502583","0.0058915922","4.059703","0.2590731","-9.153014","0","0"
"16553092","0.028108193","-0.12844601","0.45268217","-0.16060588","-0.042082965","-0.97553205","0.14408663","1.5981414E-5","2.7667606E-5","3.289157E-6","1.3474528E-7","4.071215E-6","3.4933964E-6","1.7403949E-5","0.050367113","0.038109418","0.0010332034","0.011625884","0.023365201","0.006107452","4.0669613","0.25354645","-9.151315","0","0"
"16558612","0.02763736","-0.12944421","0.45219192","-0.16034207","-0.04180488","-0.9755881","0.14407906","1.5166212E-5","2.6591191E-5","3.1573807E-6","1.3235012E-7","4.0584814E-6","3.4871864E-6","1.7332035E-5","0.046877503","0.03596835","5.5557208E-5","0.011246129","0.023332411","0.0060319486","4.060775","0.25889364","-9.156981","0","0"
"16563412","0.026970496","-0.12897997","0.45285025","-0.16027722","-0.041733414","-0.9756643","0.14367947","1.6019283E-5","2.7525588E-5","3.3425658E-6","1.3099998E-7","4.065633E-6","3.486899E-6","1.741688E-5","0.043976367","0.03713255","0.0049336115","0.011399026","0.023540085","0.006242411","4.0620666","0.26016775","-9.153496","0","0"
"16568932","0.026919233","-0.1285391","0.45301408","-0.16032028","-0.041813016","-0.9756456","0.14369635","1.6261116E-5","2.7791875E-5","3.3712167E-6","1.3155523E-7","4.066893E-6","3.4877835E-6","1.7432214E-5","0.04405718","0.038552385","0.005072586","0.011199769","0.02348005","0.006218365","4.0598807","0.2601621","-9.157972","0","0"
"16573732","0.026877113","-0.12822926","0.45325717","-0.16039404","-0.041873842","-0.9756419","0.14366445","1.5779462E-5","2.7243685E-5","3.2381797E-6","1.331241E-7","4.056801E-6","3.4875115E-6","1.7381051E-5","0.04421825","0.038980145","0.0059158383","0.011153174","0.023458889","0.0058288006","4.066462","0.25742248","-9.159374","0","0"
"16578772","0.026285402","-0.12817295","0.45325965","-0.16062596","-0.04184243","-0.975594","0.14371565","1.5933447E-5","2.7459817E-5","3.2607745E-6","1.3340741E-7","4.0560144E-6","3.4880604E-6","1.7387745E-5","0.04236836","0.038612556","0.0047254404","0.011402073","0.02332902","0.00604859","4.061874","0.25994143","-9.152649","0","0"
"16584292","0.025886958","-0.1284172","0.45310768","-0.16066164","-0.041825175","-0.9755908","0.14369933","1.5176491E-5","2.6561773E-5","3.1025234E-6","1.346084E-7","4.0409714E-6","3.4816094E-6","1.731142E-5","0.0412821","0.038087662","0.003827428","0.0109182615","0.023290033","0.0055554765","4.0631714","0.2633271","-9.156792","0","0"
"16589572","0.026621055","-0.12892805","0.4527715","-0.1605413","-0.042035192","-0.97558534","0.14381224","1.5910418E-5","2.7429107E-5","3.295382E-6","1.3677209E-7","4.0508953E-6","3.484996E-6","1.7379465E-5","0.045513377","0.037218817","0.00244077","0.011574129","0.023725688","0.0056756395","4.0625787","0.2597641","-9.15896","0","0"
"16594852","0.026454164","-0.12880531","0.45306933","-0.16051853","-0.042030334","-0.97560835","0.14366566","1.6985063E-5","2.859069E-5","3.5567755E-6","1.2976352E-7","4.0963528E-6","3.5210742E-6","1.7850807E-5","0.045141757","0.037337262","0.0050433306","0.011802233","0.023281137","0.005897737","4.062655","0.25806224","-9.159141","0","0"
"16599652","0.026669139","-0.12854393","0.45291334","-0.16075951","-0.042185605","-0.97554725","0.14378051","1.5096269E-5","2.6687212E-5","3.0910228E-6","1.2058081E-7","4.0692403E-6","3.522356E-6","1.7669747E-5","0.046385456","0.03816641","0.0033684827","0.012228681","0.023476247","0.0064642457","4.0655646","0.25789517","-9.156165","0","0"
"16605172","0.026899466","-0.12894115","0.45254597","-0.16101572","-0.042363435","-0.97549963","0.14376494","1.643001E-5","2.8328848E-5","3.4308555E-6","1.2392684E-7","4.078868E-6","3.5245803E-6","1.7810591E-5","0.047389895","0.036930468","0.0021775402","0.011580898","0.023364913","0.0060268943","4.0638437","0.25755194","-9.157246","0","0"
"16610452","0.026341824","-0.12943077","0.4525385","-0.1610763","-0.042276025","-0.9755236","0.14356257","1.5838445E-5","2.761633E-5","3.3141393E-6","1.3096042E-7","4.075767E-6","3.5053845E-6","1.7723509E-5","0.045104686","0.035848297","0.004016173","0.011259888","0.023411129","0.006011761","4.061606","0.25942802","-9.1591","0","0"
"16615492","0.026822727","-0.12903944","0.4528242","-0.16092706","-0.042413414","-0.9755521","0.14349322","1.5971767E-5","2.7713084E-5","3.3284646E-6","1.3726776E-7","4.0885625E-6","3.4926625E-6","1.7678181E-5","0.047606163","0.037038483","0.005322092","0.011260601","0.023435747","0.006020991","4.059924","0.2584378","-9.15596","0","0"
"16621252","0.027094811","-0.12909847","0.45272908","-0.1608021","-0.042338848","-0.9755623","0.14358751","1.592437E-5","2.7503691E-5","3.3069673E-6","1.3782892E-7","4.0903037E-6","3.4854124E-6","1.7612729E-5","0.048257492","0.037075754","0.004287979","0.011217531","0.023389125","0.0059296056","4.0614953","0.2578597","-9.159817","0","0"
"16626292","0.026954234","-0.12857324","0.4530906","-0.16080573","-0.042250603","-0.975583","0.1434696","1.611269E-5","2.7666876E-5","3.3270273E-6","1.3578483E-7","4.08727E-6","3.4903742E-6","1.7588562E-5","0.04696574","0.03847466","0.0062463554","0.011061488","0.02311065","0.0060122707","4.062345","0.2580329","-9.156562","0","0"
"16631332","0.026144322","-0.12801775","0.45320848","-0.16083589","-0.042005837","-0.9755728","0.14356133","1.6310532E-5","2.7885964E-5","3.3431913E-6","1.3358931E-7","4.082629E-6","3.4938444E-6","1.7564662E-5","0.043565415","0.040025014","0.005209571","0.011132282","0.023229165","0.005819525","4.0652723","0.25845665","-9.15846","0","0"
"16636612","0.026318721","-0.1274833","0.453457","-0.16082764","-0.042119443","-0.97557795","0.14351594","1.4936534E-5","2.6271919E-5","2.99747E-6","1.3629369E-7","4.0566447E-6","3.4896375E-6","1.7393155E-5","0.044690188","0.040828727","0.006376717","0.010500597","0.023107726","0.0054942705","4.0642676","0.25870827","-9.154448","0","0"
"16642132","0.02695994","-0.12621479","0.45397836","-0.16083571","-0.04227245","-0.9755703","0.1435","1.6325066E-5","2.7977381E-5","3.2694682E-6","1.3578028E-7","4.0705972E-6","3.5016583E-6","1.7501592E-5","0.0480483","0.043019358","0.007747434","0.01126845","0.023282189","0.00569912","4.062431","0.25301227","-9.158815","0","0"
"16647172","0.026685309","-0.12593935","0.45388177","-0.16104254","-0.042190135","-0.9755244","0.14364432","1.6286276E-5","2.8128577E-5","3.254111E-6","1.176486E-7","4.105398E-6","3.5466792E-6","1.7840646E-5","0.046256434","0.042304147","0.005143517","0.011060604","0.023452057","0.0058640614","4.0609818","0.26101676","-9.154495","0","0"
"16652212","0.026558867","-0.12684488","0.45352125","-0.16104537","-0.04215437","-0.9755259","0.14363974","1.5284826E-5","2.7026657E-5","3.0483907E-6","1.2153669E-7","4.0755367E-6","3.543029E-6","1.7746872E-5","0.045800652","0.038712405","0.0035466733","0.011591086","0.023442041","0.0060434896","4.06444","0.2583967","-9.155823","0","0"
"16657492","0.026912173","-0.12733108","0.45338345","-0.16095209","-0.042235196","-0.97555876","0.14349914","1.6039203E-5","2.7908189E-5","3.2672895E-6","1.2985538E-7","4.0883106E-6","3.5330359E-6","1.7790444E-5","0.04729721","0.03722281","0.004190584","0.011131893","0.023402363","0.0056363037","4.0650606","0.25809917","-9.157849","0","0"
"16662772","0.027325897","-0.12719823","0.45364082","-0.16096237","-0.042265624","-0.9755664","0.1433976","1.5522362E-5","2.7272506E-5","3.140876E-6","1.3430463E-7","4.0883137E-6","3.5178846E-6","1.7687371E-5","0.048155427","0.037628986","0.005901474","0.011113923","0.023300659","0.0058455095","4.062073","0.2559939","-9.155225","0","0"
"16668052","0.026873542","-0.12756823","0.45340404","-0.16096207","-0.04205984","-0.97555834","0.14351383","1.6335738E-5","2.8090171E-5","3.3442013E-6","1.3598901E-7","4.1004414E-6","3.5121648E-6","1.770409E-5","0.04550394","0.036946714","0.004444064","0.011130588","0.023476738","0.006111242","4.0659714","0.26451576","-9.1615","0","0"
"16673332","0.026797336","-0.1276069","0.4534916","-0.16091302","-0.042013288","-0.9755755","0.14349078","1.4962873E-5","2.639235E-5","3.0108379E-6","1.377366E-7","4.077917E-6","3.502856E-6","1.75092E-5","0.044998214","0.037065808","0.0053884764","0.01127111","0.023341646","0.0058622668","4.0655246","0.26003018","-9.16132","0","0"
"16678612","0.026694363","-0.12760964","0.45339274","-0.16078499","-0.041884094","-0.97558236","0.1436024","1.5708747E-5","2.7218804E-5","3.176523E-6","1.3865701E-7","4.0809064E-6","3.5081657E-6","1.753587E-5","0.043984037","0.037440546","0.004263107","0.010464667","0.023388179","0.006110048","4.060932","0.25353387","-9.159383","0","0"
"16683652","0.027828703","-0.12763716","0.45319042","-0.16059977","-0.042087913","-0.9755882","0.14370988","1.5920561E-5","2.7406284E-5","3.2358994E-6","1.3998988E-7","4.0778687E-6","3.5129551E-6","1.7519604E-5","0.048481915","0.037340246","0.0037586894","0.011094926","0.023024742","0.0056757396","4.06789","0.25725508","-9.157415","0","0"
"16688692","0.028675813","-0.12743898","0.45323038","-0.16051811","-0.042172194","-0.97559166","0.14375268","1.5163945E-5","2.651922E-5","3.0573688E-6","1.381859E-7","4.061763E-6","3.511801E-6","1.7413215E-5","0.050477255","0.038080238","0.003818153","0.0110771535","0.02312545","0.005936704","4.06276","0.2612636","-9.163114","0","0"
"16694692","0.02839582","-0.12733568","0.45337275","-0.160721","-0.042038977","-0.97557753","0.14366557","1.6406972E-5","2.8125261E-5","3.3494098E-6","1.201388E-7","4.1168328E-6","3.5570388E-6","1.7869339E-5","0.04803878","0.038386308","0.005796837","0.01142326","0.023501704","0.0056810705","4.0661464","0.25806925","-9.158507","0","0"
"16699732","0.028234739","-0.12653318","0.45367414","-0.16095665","-0.042057633","-0.9755486","0.1435878","1.6455828E-5","2.8369073E-5","3.3296296E-6","1.2045712E-7","4.1001326E-6","3.5591738E-6","1.7888837E-5","0.046687372","0.039834283","0.006421362","0.011231915","0.023475967","0.006179662","4.0630436","0.2576414","-9.157658","0","0"
"16704772","0.027639916","-0.12556233","0.45413563","-0.16107416","-0.04198724","-0.97553873","0.14352797","1.6488168E-5","2.8556646E-5","3.2904702E-6","1.2893952E-7","4.097238E-6","3.5496782E-6","1.7865746E-5","0.04430133","0.0414025","0.007258918","0.011370183","0.023213219","0.0059922147","4.061896","0.25512266","-9.156793","0","0"
"16710052","0.026361424","-0.12600842","0.45359024","-0.16099235","-0.04171306","-0.9755518","0.14362791","1.50135775E-5","2.6774207E-5","2.9739545E-6","1.372855E-7","4.0798927E-6","3.521714E-6","1.7656812E-5","0.03987984","0.039403014","0.0028505125","0.01120191","0.023673726","0.006031821","4.060036","0.25909522","-9.158786","0","0"
"16715092","0.02627781","-0.12683988","0.45304975","-0.16074863","-0.04178527","-0.9755925","0.14360312","1.5690202E-5","2.743851E-5","3.1657091E-6","1.4046009E-7","4.0922687E-6","3.516965E-6","1.7658682E-5","0.04097162","0.036826786","0.0014641859","0.010841803","0.02343765","0.0056475885","4.0612764","0.25687236","-9.155267","0","0"
"16720372","0.026112653","-0.12791981","0.45266965","-0.16067058","-0.041891247","-0.97562504","0.14343548","1.5906322E-5","2.7500691E-5","3.2563855E-6","1.4023544E-7","4.08958E-6","3.5107314E-6","1.7623755E-5","0.041636467","0.034783855","0.0024234387","0.011106829","0.023404146","0.0061076186","4.063732","0.2575431","-9.162954","0","0"
"16725412","0.025124662","-0.12840949","0.45277396","-0.16059068","-0.041812062","-0.9756771","0.14319609","1.609114E-5","2.7589125E-5","3.3158265E-6","1.3801218E-7","4.0814184E-6","3.509405E-6","1.7597355E-5","0.03915311","0.03477874","0.0050006052","0.01087071","0.023388414","0.006015028","4.070188","0.26083702","-9.160826","0","0"
"16730452","0.024201456","-0.12902465","0.45269","-0.16064972","-0.041813314","-0.9756815","0.14309949","1.530508E-5","2.6646489E-5","3.1403213E-6","1.3781482E-7","4.06116E-6","3.5018043E-6","1.7468434E-5","0.037626307","0.034130823","0.005153219","0.011225907","0.023737898","0.0064215544","4.062499","0.25470218","-9.160896","0","0"
"16736212","0.023024084","-0.12954706","0.45260912","-0.16073163","-0.041769624","-0.9756853","0.14298242","1.62019E-5","2.7623888E-5","3.38426E-6","1.3687259E-7","4.058841E-6","3.5049006E-6","1.7530263E-5","0.035554264","0.033838503","0.005573121","0.011060025","0.023270965","0.0061034006","4.0642033","0.25834268","-9.160992","0","0"
"16741252","0.022557406","-0.12933633","0.45283124","-0.16084918","-0.041973263","-0.9756754","0.14287254","1.6235248E-5","2.77676E-5","3.3600154E-6","1.2579994E-7","4.0956907E-6","3.5428693E-6","1.7863431E-5","0.037250895","0.035469677","0.007046418","0.011639446","0.023571186","0.005602654","4.066977","0.25971752","-9.157378","0","0"
"16746292","0.022249857","-0.12861566","0.45308253","-0.16096689","-0.04213956","-0.97565544","0.14282338","1.6203312E-5","2.7979206E-5","3.3290537E-6","1.2332112E-7","4.0796203E-6","3.5476428E-6","1.7857607E-5","0.03889032","0.037864078","0.007425614","0.0110698715","0.023638723","0.0061961813","4.058473","0.2514057","-9.158466","0","0"
"16751812","0.022163734","-0.12877107","0.45286256","-0.16084622","-0.04225409","-0.97566885","0.14283508","1.526895E-5","2.6996537E-5","3.116946E-6","1.2942519E-7","4.0555997E-6","3.538391E-6","1.7755305E-5","0.041077513","0.037588336","0.00591367","0.011406954","0.023387294","0.0059547084","4.065139","0.25736627","-9.15758","0","0"
"16757092","0.022878231","-0.12883061","0.45290476","-0.16066816","-0.0425058","-0.9756946","0.1427861","1.5979438E-5","2.7801572E-5","3.3013948E-6","1.3374483E-7","4.0714067E-6","3.5262015E-6","1.7767456E-5","0.0454183","0.03734818","0.006895588","0.011088495","0.023140822","0.0062728855","4.0610614","0.25808153","-9.159114","0","0"
"16762132","0.02286843","-0.12878071","0.45282245","-0.16066137","-0.0425092","-0.9756955","0.14279349","1.5230823E-5","2.67956E-5","3.1238867E-6","1.3292447E-7","4.0672003E-6","3.5073135E-6","1.7621536E-5","0.045763683","0.037476063","0.0062788078","0.011068188","0.023395771","0.0058641895","4.068875","0.26074776","-9.154583","0","0"
"16767172","0.023424208","-0.12863442","0.45288363","-0.16073164","-0.04265812","-0.9756819","0.14275345","1.4716213E-5","2.6150587E-5","2.9852174E-6","1.3236377E-7","4.0606938E-6","3.5004841E-6","1.7505316E-5","0.048263982","0.03775768","0.007112094","0.011397113","0.023300692","0.005493581","4.0555897","0.25733894","-9.160226","0","0"
"16772932","0.023820808","-0.12809691","0.45330018","-0.1608536","-0.042742163","-0.9756739","0.14263055","1.6235957E-5","2.7819231E-5","3.3211943E-6","1.3017188E-7","4.0740933E-6","3.5067678E-6","1.7611157E-5","0.049743317","0.038981587","0.0091406675","0.011446923","0.023553947","0.0060195904","4.0689745","0.26105386","-9.1506605","0","0"
"16777732","0.02469783","-0.12771943","0.45342842","-0.16087231","-0.04277724","-0.97565943","0.14274183","1.5710159E-5","2.7227643E-5","3.168389E-6","1.2704777E-7","4.06439E-6","3.5101084E-6","1.7512843E-5","0.05181085","0.039416697","0.008546843","0.01117634","0.02351783","0.006272379","4.0583687","0.261798","-9.154127","0","0"
"16782772","0.02413853","-0.12788387","0.45344862","-0.16074818","-0.042435676","-0.9756893","0.14275777","1.4418856E-5","2.5693691E-5","2.8766724E-6","1.2300143E-7","4.036825E-6","3.5055255E-6","1.7340457E-5","0.047948655","0.038921215","0.008064873","0.010911026","0.023213845","0.0054580234","4.0665526","0.25672475","-9.153394","0","0"
"16788772","0.02269698","-0.12845275","0.45276263","-0.1608405","-0.04202664","-0.97565305","0.14301921","1.640284E-5","2.8010734E-5","3.368779E-6","1.0966778E-7","4.0950913E-6","3.5527773E-6","1.7881131E-5","0.04209329","0.03740186","0.004080362","0.011283728","0.022779778","0.005965564","4.05753","0.2577636","-9.156261","0","0"
"16793812","0.021644088","-0.12931028","0.4523243","-0.16104652","-0.042017013","-0.97563756","0.14291851","1.6231876E-5","2.7965363E-5","3.37474E-6","1.02489594E-7","4.081707E-6","3.5594821E-6","1.7851231E-5","0.039633844","0.035377245","0.0042311656","0.011313958","0.02329487","0.0060209497","4.069158","0.2579611","-9.154794","0","0"
"16798852","0.021444367","-0.1293831","0.45263788","-0.16097562","-0.042191595","-0.9756788","0.14264132","1.6401313E-5","2.8234452E-5","3.4210375E-6","1.090898E-7","4.0682144E-6","3.551575E-6","1.7870154E-5","0.04097572","0.035978276","0.0078102904","0.01092451","0.023372687","0.0059668203","4.065057","0.26052353","-9.156543","0","0"
"16803652","0.02121708","-0.12941307","0.45271286","-0.16097188","-0.042239994","-0.9756805","0.1426459","1.4879944E-5","2.6457557E-5","3.0711906E-6","1.2123974E-7","4.049014E-6","3.5225594E-6","1.7670734E-5","0.04118617","0.036281995","0.007825228","0.011316816","0.023316527","0.005841633","4.0664153","0.25810727","-9.156691","0","0"
"16809172","0.021439217","-0.13025507","0.45214003","-0.16090256","-0.042363137","-0.97566295","0.14277995","1.5019543E-5","2.6515705E-5","3.133791E-6","1.2538112E-7","4.059992E-6","3.509159E-6","1.7621278E-5","0.043908045","0.035105556","0.0053799115","0.010919285","0.023288215","0.0059203585","4.0552297","0.25605467","-9.158717","0","0"
