0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006189, 0.007148, 0.171369, -177.697159, -16.895630, -0.255167
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006189, 0.007148, 0.171369, -177.697159, -16.895630, -0.255167
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006824, 0.007040, 0.172518, -176.920746, -14.532912, -0.892758
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006831, 0.007057, 0.172612, -177.566864, -14.554877, -0.284020
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006189, 0.007148, 0.171369, -177.697159, -16.895630, -0.255167
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006824, 0.007040, 0.172518, -176.920746, -14.532912, -0.892758
0.006831, 0.007057, 0.172612, -177.566864, -14.554877, -0.284020
0.006189, 0.007148, 0.171369, -177.697159, -16.895630, -0.255167
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006531, 0.007095, 0.172167, -177.638916, -15.460208, -0.018099
0.006531, 0.007095, 0.172167, -177.638916, -15.460208, -0.018099
0.006189, 0.007148, 0.171369, -177.697159, -16.895630, -0.255167
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006189, 0.007148, 0.171369, -177.697159, -16.895630, -0.255167
0.006481, 0.007110, 0.171827, -177.617111, -16.021795, -0.523381
0.006189, 0.007148, 0.171369, -177.697159, -16.895630, -0.255167
0.006728, 0.007317, 0.171975, -178.428177, -15.264893, -0.513596
0.006728, 0.007317, 0.171975, -178.428177, -15.264893, -0.513596
0.007058, 0.006624, 0.172651, -176.652084, -11.292234, -0.916430
