0.01415647, -0.1637169, -0.005105108, 0.9863926
0.01392351, -0.1637631, -0.004721455, 0.9863901
0.01364569, -0.163811, -0.004308926, 0.986388
0.01357343, -0.1638153, -0.004214521, 0.9863886
0.01304497, -0.1635483, -0.002507646, 0.9864459
0.01343994, -0.1634169, -0.004673874, 0.9864545
0.01256494, -0.1632349, -0.001789902, 0.9865056
0.01255605, -0.1632342, -0.001968325, 0.9865054
0.01358001, -0.1633675, -0.005518874, 0.9864564
0.01394703, -0.1633126, -0.006024884, 0.9864574
0.01351236, -0.1634031, -0.005380795, 0.9864522
0.0132911, -0.1638172, -0.004905647, 0.986389
0.0129906, -0.1639102, -0.003322914, 0.9863842
0.01326922, -0.1638615, -0.00395553, 0.9863862
0.01390209, -0.1637207, -0.005537742, 0.9863932
0.01419694, -0.1633036, -0.005925127, 0.9864559
0.01402375, -0.1630184, -0.005106567, 0.9865101
0.01460565, -0.1628758, -0.006528195, 0.9865168
0.01436804, -0.1629607, -0.005831333, 0.9865107
0.01475688, -0.1632342, -0.00665703, 0.9864545
0.01475133, -0.1632336, -0.006698313, 0.9864544
0.01499528, -0.1631839, -0.007075868, 0.9864563
0.01460616, -0.1629099, -0.00634883, 0.9865124
0.01417751, -0.1626388, -0.005411172, 0.986569
0.01472656, -0.1628257, -0.007203183, 0.9865186
0.01397638, -0.1633806, -0.005557887, 0.9864485
0.01426709, -0.1640264, -0.006357039, 0.9863323
0.01420848, -0.1643979, -0.006226783, 0.9862721
0.01444355, -0.1647183, -0.00647318, 0.9862137
0.01389726, -0.1648998, -0.00426548, 0.9862032
0.01432234, -0.1648488, -0.004441749, 0.9862049
0.01418486, -0.1649375, -0.002325752, 0.9861993
0.01515689, -0.1650741, -0.005223411, 0.9861509
0.01513672, -0.1651168, -0.004451802, 0.9861478
0.0150072, -0.1651992, -0.003102604, 0.9861411
0.015309, -0.1655093, -0.004085254, 0.9860809
0.01587196, -0.1657658, -0.005510768, 0.986022
0.01630953, -0.1660289, -0.006568018, 0.9859641
0.01611698, -0.1661142, -0.005767096, 0.9859579
0.01642197, -0.166071, -0.00563378, 0.985961
0.01645687, -0.1657508, -0.004624194, 0.9860195
0.01696865, -0.1656195, -0.005541777, 0.9860281
0.01635196, -0.165484, -0.0006459354, 0.9860767
0.0173589, -0.1656163, -0.004397921, 0.9860277
0.01760269, -0.1656104, -0.003848604, 0.9860266
0.01812734, -0.1655126, -0.004518251, 0.9860307
0.01798747, -0.1652746, -0.001407783, 0.9860826
0.0183081, -0.1652626, 0, 0.9860805
0.01906604, -0.1654359, -0.004009782, 0.9860281
0.01888937, -0.1655237, -0.002247553, 0.9860224
0.0190719, -0.1654766, -0.003014914, 0.9860247
0.01900576, -0.1651967, 0, 0.9860798
0.01932493, -0.1651045, -0.001990907, 0.9860848
0.0189331, -0.1652025, 0, 0.9860807
0.01874843, -0.1655757, 0, 0.9860208
0.01851288, -0.1659499, 0, 0.9859611
0.01845887, -0.1663169, 0, 0.9859002
0.01863042, -0.1666345, 0.001687045, 0.9858413
0.0187532, -0.1669533, 0.002764832, 0.9857826
0.01896456, -0.167228, 0.004242712, 0.9857267
0.01867636, -0.1677246, 0.0006686067, 0.9856567
0.01981153, -0.1696563, -0.003662109, 0.9852973
0.01787236, -0.1751635, -0.00259525, 0.9843737
0.01006173, -0.1850514, -0.004988481, 0.9826646
-0.00579159, -0.2054081, -0.007555551, 0.9786301
-0.02668067, -0.238662, -0.007554565, 0.9707067
-0.04331398, -0.2821997, 0.01020803, 0.9583231
-0.05292308, -0.3379716, 0.03613694, 0.938972
-0.06622885, -0.4040126, 0.07293096, 0.9094331
-0.0826159, -0.4686736, 0.1098589, 0.8726114
-0.09114529, -0.5302768, 0.1444217, 0.8304465
-0.09440661, -0.5890577, 0.173243, 0.783636
-0.09931254, -0.6461805, 0.1912885, 0.7321178
-0.1000958, -0.6937341, 0.205107, 0.6831141
-0.1038173, -0.7310349, 0.2119721, 0.640217
-0.1059204, -0.7633701, 0.2158323, 0.5995527
-0.1083615, -0.7914988, 0.2167174, 0.5610891
-0.1121245, -0.8123088, 0.2167668, 0.5297118
-0.1114988, -0.8275212, 0.2179204, 0.5052598
-0.1133652, -0.8379548, 0.2174191, 0.4875542
-0.1146855, -0.841919, 0.2182619, 0.4799806
-0.1154296, -0.8455744, 0.2200061, 0.4725222
-0.1161171, -0.8494828, 0.2216015, 0.4645304
-0.1182855, -0.8551719, 0.2214068, 0.4535069
-0.120185, -0.8591928, 0.2205848, 0.4457416
-0.1230316, -0.8627297, 0.2195349, 0.4385944
-0.1253937, -0.8652905, 0.219036, 0.4330957
-0.1259768, -0.8662021, 0.2194475, 0.4308904
-0.1259534, -0.8665128, 0.2195302, 0.4302301
-0.1262634, -0.8670716, 0.2190187, 0.4292728
-0.1265594, -0.8678638, 0.2183422, 0.4279274
-0.12725, -0.8694535, 0.2176822, 0.4248205
-0.1275913, -0.8713419, 0.2171794, 0.42109
-0.1275717, -0.8735275, 0.2165827, 0.4168539
-0.1274585, -0.8751156, 0.2157333, 0.4139879
-0.1272482, -0.8763413, 0.2147157, 0.4119842
-0.1267703, -0.8775724, 0.2137815, 0.4099921
-0.1256828, -0.8787946, 0.2134826, 0.4078592
-0.1242202, -0.8799371, 0.2136566, 0.4057472
-0.1231284, -0.8809233, 0.214001, 0.4037538
-0.1217781, -0.8819682, 0.2144585, 0.4016338
-0.1202355, -0.8830562, 0.2146586, 0.399596
-0.118948, -0.8838488, 0.2148385, 0.3981295
-0.117636, -0.8850126, 0.2150385, 0.3958193
-0.1167776, -0.8857525, 0.2150083, 0.3944324
-0.1161113, -0.8866607, 0.2146728, 0.3927679
-0.1159017, -0.8875117, 0.2142922, 0.3911121
-0.1159771, -0.8887342, 0.2135066, 0.388736
-0.1165691, -0.8904408, 0.2122758, 0.3853125
-0.1175426, -0.8920354, 0.2109653, 0.3820344
-0.1185211, -0.8937366, 0.2094065, 0.3785982
-0.1188923, -0.894958, 0.2078223, 0.3764635
-0.1188191, -0.8961852, 0.2059584, 0.3745869
-0.118943, -0.8972229, 0.2041287, 0.3730617
-0.119839, -0.898319, 0.2023475, 0.3711025
-0.1215014, -0.8992976, 0.2010138, 0.3689101
-0.1230764, -0.9000201, 0.1999928, 0.3671769
-0.1252886, -0.900763, 0.1985755, 0.3653717
-0.1265798, -0.9012527, 0.1975443, 0.3642766
-0.127095, -0.9019107, 0.1966286, 0.3629616
-0.1274584, -0.9024682, 0.1959338, 0.3618224
-0.1274392, -0.9031893, 0.1951491, 0.3604513
-0.1273595, -0.9036922, 0.1946064, 0.3595113
-0.127374, -0.9042264, 0.1939865, 0.3584966
-0.1271001, -0.9043004, 0.193986, 0.3584073
-0.1265083, -0.9040503, 0.1943245, 0.3590637
-0.1258015, -0.9036877, 0.1946463, 0.3600492
-0.1252136, -0.9034466, 0.1946607, 0.3608504
-0.1247866, -0.9033856, 0.1945387, 0.3612167
-0.1245829, -0.9034438, 0.1945255, 0.3611485
-0.1245173, -0.9038178, 0.1943786, 0.3603135
