0.007500126, -0.1599393, -0.008122034, 0.987065
0.006852267, -0.1600322, -0.007404146, 0.9870602
0.006805351, -0.1600329, -0.007419224, 0.9870603
0.006760315, -0.1600335, -0.007432268, 0.9870604
0.006852267, -0.1600322, -0.007404146, 0.9870602
0.006881562, -0.1600309, -0.007437279, 0.98706
0.007541733, -0.1599386, -0.008109181, 0.9870648
0.007272154, -0.1599845, -0.007744493, 0.9870623
0.006600833, -0.1600774, -0.006988992, 0.9870576
0.007326253, -0.1603531, -0.007795315, 0.9870018
0.006339435, -0.1604834, -0.007030445, 0.9869931
0.007978582, -0.1606644, -0.008327665, 0.9869418
0.007739681, -0.1603418, -0.007861935, 0.9869999
0.008560603, -0.1602465, -0.008390059, 0.9870042
0.007875191, -0.1603425, -0.007695272, 0.987
0.00825217, -0.1606695, -0.007852452, 0.9869425
0.00827381, -0.1610425, -0.007714612, 0.9868826
0.008419313, -0.1614104, -0.007639885, 0.9868219
0.00753778, -0.161547, -0.00658388, 0.9868143
0.007645735, -0.1615462, -0.006499599, 0.9868141
0.007557523, -0.161545, -0.006662624, 0.9868139
0.00744729, -0.1615458, -0.006745973, 0.986814
0.007775218, -0.1614972, -0.007222809, 0.9868161
0.008838936, -0.1613569, -0.008123869, 0.9868231
0.008645474, -0.1610351, -0.007615466, 0.9868814
0.009260464, -0.1609442, -0.00814036, 0.9868865
0.008202362, -0.1611278, -0.006716086, 0.9868766
0.009225802, -0.161726, -0.007697208, 0.9867626
0.008144936, -0.1619089, -0.006214806, 0.9867525
0.008695315, -0.1618154, -0.007096895, 0.9867572
0.009085017, -0.1617693, -0.007317095, 0.9867597
0.008065883, -0.1615867, -0.005401525, 0.9868108
0.008128453, -0.1615832, -0.005516174, 0.9868102
0.008218696, -0.161954, -0.005288618, 0.9867499
0.009532433, -0.162097, -0.007227965, 0.9867023
0.009086657, -0.1621868, -0.006467423, 0.986697
0.00928858, -0.1621438, -0.00679878, 0.9867
0.008258487, -0.1619593, -0.004884338, 0.9867508
0.009796856, -0.1620961, -0.006906419, 0.9867022
0.009394657, -0.1621874, -0.005976461, 0.9866971
0.009817367, -0.1621412, -0.00615215, 0.9866996
0.01042183, -0.1620892, -0.00628751, 0.986701
0.01033569, -0.1621336, -0.005682501, 0.9866983
0.01104112, -0.1624051, -0.006372258, 0.9866418
0.01121055, -0.1627712, -0.006185967, 0.9865807
0.01041897, -0.1629509, -0.004226877, 0.9865701
0.01067889, -0.1629476, -0.003811644, 0.9865696
0.01087111, -0.1625775, -0.003420148, 0.98663
0.01178469, -0.1624367, -0.004790385, 0.9866369
0.01238036, -0.1623416, -0.005543121, 0.9866414
0.01187977, -0.1624784, -0.003668208, 0.9866338
0.01244878, -0.1627517, -0.004654706, 0.9865776
0.01192046, -0.1629289, 0, 0.9865665
0.01310423, -0.163062, -0.004749774, 0.9865174
0.01341441, -0.1630536, -0.004451802, 0.986516
0.01324168, -0.1628114, -0.001480024, 0.9865673
0.01400355, -0.1626662, -0.004041247, 0.9865735
0.01425664, -0.1622903, -0.003750559, 0.9866329
0.01464895, -0.1619096, -0.003218122, 0.9866916
0.01524022, -0.1617699, -0.004887388, 0.9866987
0.01490008, -0.1618603, -0.003889046, 0.9866935
0.01498932, -0.1622235, -0.004022768, 0.986632
0.01547647, -0.1624522, -0.005715185, 0.9865785
0.01504984, -0.1622176, -0.004263733, 0.986631
0.01582165, -0.1620298, -0.006082729, 0.9866403
0.01578629, -0.1620321, -0.006049566, 0.9866406
0.01518144, -0.1621746, -0.004723033, 0.986634
0.01514459, -0.1625045, -0.005357204, 0.986577
0.01450532, -0.1630176, -0.003583964, 0.98651
0.01391494, -0.1634868, -0.001752039, 0.9864458
0.0140646, -0.1637648, -0.004152185, 0.9863904
